prefix	length	first	prediction	default	accuracy	upper_bound	num_captured	num_captured_correct	num_not_captured
372, 314, 51, 153	4	372	0, 1, 0, 0	1	0.773082942097	1.0	140	140	499
372, 314, 51, 176	4	372	0, 1, 0, 0	1	0.777777777778	1.0	143	143	496
372, 314, 53, 153	4	372	0, 1, 1, 0	0	0.755868544601	1.0	151	151	488
372, 314, 53, 176	4	372	0, 1, 1, 0	0	0.760563380282	1.0	154	154	485
372, 333, 178, 153	4	372	0, 1, 0, 0	1	0.760563380282	1.0	139	139	500
372, 333, 281, 134	4	372	0, 1, 1, 0	0	0.790297339593	1.0	166	166	473
372, 333, 281, 153	4	372	0, 1, 1, 0	0	0.777777777778	1.0	158	158	481
372, 333, 281, 176	4	372	0, 1, 1, 0	0	0.782472613459	1.0	161	161	478
372, 333, 29, 134	4	372	0, 1, 1, 0	0	0.802816901408	1.0	170	170	469
372, 333, 304, 134	4	372	0, 1, 1, 0	0	0.824726134585	1.0	177	177	462
372, 333, 304, 178	4	372	0, 1, 1, 0	0	0.816901408451	1.0	172	172	467
372, 333, 314, 178	4	372	0, 1, 1, 0	0	0.804381846635	1.0	168	168	471
372, 333, 51, 178	4	372	0, 1, 0, 0	1	0.777777777778	1.0	150	150	489
372, 51, 281, 176	4	372	0, 0, 1, 0	1	0.777777777778	1.0	136	136	503
372, 51, 29, 134	4	372	0, 0, 1, 0	1	0.785602503912	1.0	146	146	493
372, 51, 29, 153	4	372	0, 0, 1, 0	1	0.773082942097	1.0	138	138	501
372, 51, 29, 176	4	372	0, 0, 1, 0	1	0.777777777778	1.0	141	141	498
372, 53, 29, 153	4	372	0, 1, 1, 0	0	0.749608763693	1.0	149	149	490
19, 110, 190, 23, 176	5	19	1, 1, 0, 0, 0	0	0.796557120501	1.0	177	177	462
19, 110, 190, 23, 178	5	19	1, 1, 0, 0, 0	0	0.794992175274	1.0	176	176	463
19, 110, 190, 23, 201	5	19	1, 1, 0, 0, 1	0	0.804381846635	1.0	182	182	457
19, 110, 190, 23, 242	5	19	1, 1, 0, 0, 0	0	0.798122065728	1.0	178	178	461
19, 110, 190, 23, 281	5	19	1, 1, 0, 0, 1	0	0.827856025039	1.0	197	197	442
19, 110, 190, 23, 304	5	19	1, 1, 0, 0, 1	0	0.848200312989	1.0	210	210	429
19, 110, 190, 23, 314	5	19	1, 1, 0, 0, 1	0	0.838810641628	1.0	204	204	435
19, 110, 190, 23, 333	5	19	1, 1, 0, 0, 1	0	0.849765258216	1.0	211	211	428
19, 110, 190, 23, 372	5	19	1, 1, 0, 0, 0	0	0.794992175274	1.0	176	176	463
19, 110, 190, 23, 51	5	19	1, 1, 0, 0, 0	0	0.804381846635	1.0	182	182	457
53, 281, 110, 176, 134	5	53	1, 1, 1, 0, 0	0	0.892018779343	1.0	200	200	439
53, 281, 110, 176, 177	5	53	1, 1, 1, 0, 0	0	0.906103286385	1.0	209	209	430
53, 281, 110, 176, 178	5	53	1, 1, 1, 0, 0	0	0.884194053208	1.0	195	195	444
53, 281, 110, 176, 181	5	53	1, 1, 1, 0, 0	0	0.879499217527	1.0	192	192	447
53, 281, 110, 176, 303	5	53	1, 1, 1, 0, 0	0	0.892018779343	1.0	200	200	439
53, 281, 110, 176, 304	5	53	1, 1, 1, 0, 1	0	0.932707355243	1.0	226	226	413
53, 281, 110, 176, 314	5	53	1, 1, 1, 0, 1	0	0.923317683881	1.0	220	220	419
53, 281, 110, 176, 333	5	53	1, 1, 1, 0, 1	0	0.934272300469	1.0	227	227	412
53, 281, 110, 176, 372	5	53	1, 1, 1, 0, 0	0	0.879499217527	1.0	192	192	447
53, 281, 110, 176, 51	5	53	1, 1, 1, 0, 0	0	0.896713615023	1.0	203	203	436
304, 29, 153, 178, 110	5	304	1, 1, 0, 0, 1	0	0.863849765258	1.0	210	210	429
304, 29, 153, 178, 134	5	304	1, 1, 0, 0, 0	0	0.843505477308	1.0	197	197	442
304, 29, 153, 178, 176	5	304	1, 1, 0, 0, 0	0	0.835680751174	1.0	192	192	447
304, 29, 153, 178, 281	5	304	1, 1, 0, 0, 1	0	0.863849765258	1.0	210	210	429
304, 29, 153, 178, 314	5	304	1, 1, 0, 0, 1	0	0.87323943662	1.0	216	216	423
304, 29, 153, 178, 333	5	304	1, 1, 0, 0, 1	0	0.884194053208	1.0	223	223	416
304, 29, 153, 178, 372	5	304	1, 1, 0, 0, 0	0	0.830985915493	1.0	189	189	450
304, 29, 153, 178, 51	5	304	1, 1, 0, 0, 0	0	0.848200312989	1.0	200	200	439
304, 29, 153, 178, 55	5	304	1, 1, 0, 0, 1	0	0.838810641628	1.0	194	194	445
333, 19, 29, 176, 110	5	333	1, 1, 1, 0, 1	0	0.995305164319	1.0	239	239	400
333, 19, 29, 176, 134	5	333	1, 1, 1, 0, 0	0	0.976525821596	1.0	227	227	412
333, 19, 29, 176, 178	5	333	1, 1, 1, 0, 0	0	0.968701095462	1.0	222	222	417
333, 19, 29, 176, 281	5	333	1, 1, 1, 0, 1	0	0.995305164319	1.0	239	239	400
333, 19, 29, 176, 304	5	333	1, 1, 1, 0, 1	0	1.01564945227	1.0	252	252	387
333, 19, 29, 176, 51	5	333	1, 1, 1, 0, 0	0	0.981220657277	1.0	230	230	409
333, 29, 178, 134, 110	5	333	1, 1, 0, 0, 1	0	0.879499217527	1.0	219	219	420
333, 29, 178, 134, 176	5	333	1, 1, 0, 0, 0	0	0.851330203443	1.0	201	201	438
333, 29, 178, 134, 281	5	333	1, 1, 0, 0, 1	0	0.879499217527	1.0	219	219	420
333, 29, 178, 134, 304	5	333	1, 1, 0, 0, 1	0	0.89827856025	1.0	231	231	408
333, 29, 178, 134, 314	5	333	1, 1, 0, 0, 1	0	0.890453834116	1.0	226	226	413
333, 29, 178, 134, 372	5	333	1, 1, 0, 0, 0	0	0.846635367762	1.0	198	198	441
333, 29, 178, 134, 51	5	333	1, 1, 0, 0, 0	0	0.863849765258	1.0	209	209	430
372, 314, 53, 153, 110	5	372	0, 1, 1, 0, 1	0	0.826291079812	1.0	196	196	443
372, 314, 53, 153, 134	5	372	0, 1, 1, 0, 0	0	0.807511737089	1.0	184	184	455
372, 314, 53, 153, 176	5	372	0, 1, 1, 0, 0	0	0.799687010955	1.0	179	179	460
372, 314, 53, 153, 178	5	372	0, 1, 1, 0, 0	0	0.799687010955	1.0	179	179	460
372, 314, 53, 153, 281	5	372	0, 1, 1, 0, 1	0	0.827856025039	1.0	197	197	442
372, 314, 53, 153, 304	5	372	0, 1, 1, 0, 1	0	0.846635367762	1.0	209	209	430
372, 314, 53, 153, 333	5	372	0, 1, 1, 0, 1	0	0.849765258216	1.0	211	211	428
372, 314, 53, 153, 51	5	372	0, 1, 1, 0, 0	0	0.81220657277	1.0	187	187	452
372, 314, 53, 153, 55	5	372	0, 1, 1, 0, 1	0	0.802816901408	1.0	181	181	458
